Code	Nom
C0327060	cuban treefrog
C0327060	osteopilus septentrionalis
C0326967	tadpoles
C0326967	tadpole
C0326967	larval amphibian
C0086949	salamander
C0086949	salamanders
C0327030	texas cliff frog
C0327068	hylorana nicobariensis
C0327068	nicobar cricket frog
C0327068	hylorana nicobariensis stoliczka , 1870
C0327068	hylarana nicobariensis
C0327068	cricket frog
C0327068	rana nicobariensis
C0327068	amnirana nicobariensis
C0327084	rhacophorus
C0326983	eastern tiger salamander
C0327045	family rhinodermatidae
C0033614	proteidae
C0033614	waterdogs
C0033614	family proteidae
C0327048	family dendrobatidae
C0327000	red salamander
C0327000	spelerpes rubra
C0327000	mycetoglossus ruber
C0327000	pseudotriton ruber
C0327000	salamandra rubra
C0327000	molge rubra
C0327000	geotriton rubra
C0327000	bolitoglossa rubra
C0327000	triton rubra
C0327037	woodhouse 's toad
C0327037	anaxyrus woodhousii
C0327037	bufo woodhousei
C0327037	bufo woodhousii
C0327037	rocky mountain toad
C0327037	bufo woodhousii girard , 1854
C0327072	paradox frog
C0002429	amblystoma
C0002429	ambystoma
C0002429	big salamanders
C0002429	axolotl
C0002429	amblystomas
C0002429	genus ambystoma
C0002429	ambystomas
C0002429	mole salamanders
C0327061	giant treefrog
C0327061	phyllomedusa bicolor
C0327004	olm
C0327004	european blind salamander
C0327062	dryophytes versicolor
C0327062	hyla versicolor
C0327062	eastern gray treefrog
C0327062	gray treefrog
C0086705	newt
C0086705	newts
C0327027	brazilian horned frog
C0327069	ornate chorus frog
C0327014	sirunam toad
C0327014	pipa pipa
C0327040	green toad of europe
C0327049	green and black poison - arrow frog
C0327049	golden poison - arrow frog
C0327049	phyllobates auratus
C0327049	gold arrow - poison frog
C0327049	arrow - poison frog
C0327049	dendrobates auratus
C0006354	genus bufo
C0006354	bufo toad
C0006354	bufo
C0006354	torrentophryne
C0006354	bufos
C0006355	toads , argentine
C0006355	toad , argentine
C0006355	argentine toads
C0006355	rhinella arenarum
C0006355	chaunus arenarum
C0006355	argentine toad
C0006355	bufo arenarum hensel , 1867
C0006355	bufo arenarum
C0327056	stelzner 's atelopus
C0327052	phyllobates
C0327052	genus phyllobates
C0327064	hyla regilla
C0327064	pseudacris regilla
C0327064	pacific treefrog
C0326997	black - bellied salamander
C0327086	narrow - mouthed toad
C0327086	microhyla
C0006356	rana bufo
C0006356	bufo bufo
C0006356	european common toad
C0006356	common toad
C0006356	common toads
C0006356	toads , common
C0006356	rana bufo linnaeus , 1758
C0006356	european toad
C0006356	common european toad
C0006356	toad , common
C0327015	alytidae
C0327015	family discoglossidae
C0327015	discoglossidae
C0327055	genus atelopus
C0327055	atelopid frog
C0327055	atelopus
C0034655	european common frog
C0034655	rana temporaria
C0034655	european frog , common
C0034655	common frog , european
C0034655	frog , european common
C0034655	frog , common european
C0034655	common european frog
C1304607	clawed frog
C1304607	xenopus sp .
C0327023	leaf frog
C0327023	megophrys
C0036062	salamandra
C0036062	salamandras
C0326989	pleurodeles ( tylototriton ) verrucosus
C0326989	tylototriton verrucosus anderson , 1871
C0326989	tylototriton verrucosus
C0326989	glossolega verrucosa
C0326989	crocodile salamander
C0326989	triturus ( tylototriton ) verrucosus
C0326989	orange - striped newt
C0326989	himalayan newt
C0326989	pleurodeles verrucosus
C1704325	rana bramadora
C0326977	chinese giant salamander
C0034662	true frogs
C0034662	frog , true
C0034662	family ranidae
C0034662	frogs , true
C0034662	true frog
C0034662	ranidae
C0327020	north american spadefoot toad
C0327020	scaphiopus
C0327046	cycloramphidae
C0327046	hylodinae
C0327046	mouth - breeding frog
C0042058	urodela
C0042058	caudata
C0042058	order caudata
C0042058	order caudata - salamander
C0327038	southern toad
C0006357	toads , marine
C0006357	toads , giant
C0006357	rhinella marinus
C0006357	giant toads
C0006357	giant toad
C0006357	rhinella marina
C0006357	toad , marine
C0006357	marine toad
C0006357	chaunus marinus
C0006357	bufo marinus
C0006357	toad , giant
C0006357	cane toad
C0006357	marine toads
C0006357	rana marina
C0327018	scaphiopus multiplicata
C0327018	scaphiopus multiplicatus
C0327018	desert spadefoot toad
C0327018	new mexico spadefoot toad
C0327018	spea hammondii multiplicata
C0327018	spadefoot toad
C0327018	spea multiplicata
C0327018	southern spadefoot toad
C0003459	anura
C0003459	frogs
C0003459	frogs and toads
C0003459	anuras
C0003459	toads and frogs
C0003459	frog
C0003459	salientia
C0003459	order anura
C0003459	toads frogs
C0003459	anurans
C0003459	frogs toads
C0034652	rana esculenta synklepton
C0034652	rana kl . esculenta
C0034652	rana lessonae x rana ridibunda
C0034652	rana klepton esculenta
C0034652	pelophylax kl . esculentus
C0034652	pelophylax esculentus
C0034652	pelophylax klepton esculentus
C0034652	rana esculenta
C0034652	rana synklepton esculenta
C0326996	tennessee cave salamander
C0034653	rana pipiens
C0034653	leopard frogs
C0034653	leopard frog
C0034653	pantherana pipiens
C0034653	r pipiens
C0034653	frogs , leopard
C0034653	northern leopard frog
C0034653	frog , leopard
C0034653	lithobates pipiens
C0327031	greenhouse frog
C0327083	polypedates
C0327022	scaphiopus holbrooki
C0327022	rana holbrookii harlan , 1835
C0327022	eastern spadefoot toad
C0327022	scaphiopus holbrookii
C0327022	rana holbrookii
C0327079	giant frog
C0326969	family caeciliidae - caecilian
C0327028	dominican frog
C1527389	salientia
C1527389	salientias
C1527389	order salientia
C1527389	order salientia - frog and / or toad
C0032235	pleurodeles
C0032235	pleurodele
C0006358	toads , true
C0006358	family bufonidae
C0006358	toads
C0006358	true toad
C0006358	toad
C0006358	bufonidae
C0006358	toad , true
C0006358	true toads
C0327034	american toad
C0327034	bufo americanus
C0327034	bufo americanus holbrook , 1836
C0327034	anaxyrus americanus
C0327080	family rhacophoridae
C0002668	amphibian
C0002668	ectotherm , amphibian
C0002668	amphibians
C0002668	class amphibia
C0002668	amphibia
C0002668	cold - blooded amphibian animal
C0002668	cold - blooded animal , amphibian
C0326986	california newt
C0326986	taricha torosa
C0327050	genus dendrobates
C0327050	dendrobates
C0327057	family hylidae
C0327057	hylidae
C0036063	salamandridae
C0036063	family salamandridae
C0327081	hyperolius horstockii
C0327081	yellow - striped reed frog
C0327081	eucnemis horstokii
C0327081	arum frog
C0327081	hyla horstockii
C0327081	rappia horstockii
C0327029	leptodactylus pentadactylus
C0327029	south american bullfrog
C0327029	smokey jungle frog
C0327029	smoky jungle frog
C0327019	european spadefoot toad
C0327019	pelobates
C0326993	family plethodontidae
C0327002	woodland salamander
C0327002	plethodon
C0327002	slimy salamanders
C0327051	south american poison frog
C0326974	family cryptobranchidae
C0326974	cryptobranchidae
C0326974	giant salamanders
C0327074	pyxicephalus adspersus
C0327074	african bullfrog
C0327016	midwife toad
C0327016	alytes obstetricans
C0327016	nurse frog
C0327016	olive midwife toad
C0327016	common midwife toad
C0327008	lesser siren
C0327008	dwarf siren
C0327008	siren intermedia
C0327008	siren intermedia barnes , 1826
C0036060	mole salamander
C0036060	salamander , mole
C0036060	mole salamanders
C0036060	ambystoma talpoideum
C0036060	salamanders , mole
C0327041	bufo calamita
C0327041	natter jack
C0327041	natter - jack toad
C0327041	running toad
C0327041	epidalea calamita
C0327041	bufo calamita laurenti , 1768
C0327041	natterjack
C0327044	live - bearing toad
C0039311	tarichas
C0039311	roughskin newts
C0039311	taricha
C0039311	rough - skinned newts
C0327091	rhinophrynus dorsalis dumeril & bibron , 1841
C0327091	rhinophrynus dorsalis
C0327091	burrowing toad
C0327024	family leptodactylidae
C0326980	ambystoma opacum
C0326980	marbled salamander
C0327075	european edible frog
C0043343	x. laevi
C0043343	platanna
C0043343	tongueless frog
C0043343	bufo laevis
C0043343	platannas
C0043343	xenopus
C0043343	clawed frog
C0043343	african clawed frog
C0043343	common platanna
C0043343	x. laevis
C0043343	xenopus laevis
C0327017	family pelobatidae
C0326999	pygmy salamander
C0327085	family microhylidae
C0326975	giant salamander
C1095780	congo snakes
C1095780	amphiumidae
C1095780	family amphiumidae
C0327090	family rhinophrynidae
C0034654	european green frog
C0034654	rana ridibundus
C0034654	rana ridibunda
C0034654	pelophylax ridibunda
C0034654	rana ridibundus pallas , 1771
C0034654	laughing frog
C0034654	hylarana ridibunda
C0034654	pelophylax ridibundus
C0327007	greater siren
C0027549	sirena maculosa
C0027549	necturus maculosus
C0260307	crested newt
C0260307	triturus cristatus
C0260307	great crested newt
C0326995	dusky salamander
C0326995	desmognathus fuscus
C1305429	true frog
C0260223	notophthalmus
C0043342	xenopus < genus >
C0043342	xenopus
C0327088	rain frog
C0327021	hurter 's spadefoot toad
C0326998	hydromantes < genus >
C0326998	hydromantes
C0326998	cave salamanders
C0326998	cave salamander
C0327082	rhacophorus reinwardtii
C0327082	black - webbed treefrog
C0327082	reinwardt 's treefrog
C0327082	hyla reinwardtii
C0327082	reinwardt 's gliding frog
C0327082	hyla reinwardtii schlegel , 1840
C0327082	polypedates reinwardtii
C0327082	green flying - frog
C0327082	small flying tree frog
C3494436	frog , bronze
C3494436	frogs , bronze
C3494436	bronze frog
C3494436	bronze frogs
C3494436	rana clamitans clamitans
C0327078	lithobates capito
C0327078	rana capito
C0327078	carolina gopher frog
C0327078	gopher frog
C0327078	pantherana capito
C0326982	salamander , tiger
C0326982	ambystoma tigrinum
C0326982	tiger salamanders
C0326982	tiger salamander
C0326982	salamanders , tiger
C0028440	diemictylus viridescens
C0028440	notophthalmus viridescens
C0028440	eastern newt
C0028440	triturus viridescens
C0028440	red - spotted newt
C0326988	cynops orientalis
C0326988	fire - bellied newt
C0327066	green tree frog
C0327066	litoria caerulea
C0327066	hyla caerulea
C0327066	white 's treefrog
C0327066	pelodryas caerulea
C0327036	anaxyrus boreas
C0327036	bufo boreas baird & girard , 1852
C0327036	western toad
C0327036	bufo boreas
C0326994	plethodontidae
C0326994	lungless salamander
C1069947	rana clamitans latreille , 1801
C1069947	aquarana clamitans
C1069947	rana clamitans
C1069947	green frog
C1069947	lithobates clamitans
C1069947	frog , green
C1444149	tomato frog
C1444149	dyscophus antongilli
C1444149	madagascan tomato frog
C1720328	lissamphibia
C1720328	subclass lissamphibia
C0998998	siren
C0998998	siren ( amphibian )
C0998998	sirens
C0327076	pickerel frog
C3494435	frogs , northern green
C3494435	lithobates clamitans melanota
C3494435	green frog , northern
C3494435	rana clamitans melanota
C3494435	frog , northern green
C3494435	northern green frog
C3494435	green frogs , northern
C3494435	northern green frogs
C0376341	newt , red spotted
C0376341	newt , red - spotted
C0376341	newts , red - spotted
C0376341	red - spotted newts
C0376341	red - spotted newt
C0327053	cuban pygmy frog
C0040324	toad , fire - bellied
C0040324	toads , fire - bellied
C0040324	bombina
C0040324	fire - bellied toads
C0040324	toad , fire bellied
C0040324	firebelly toads
C0040324	fire - bellied toad
C0327032	notaden bennettii
C0327032	catholic frog
C0327032	notaden bennettii gunther , 1873
C0327032	holy cross toad
C0327043	oak toad
C0327089	malaysian bullfrog
C0327089	kaloula pulchra
C0327089	painted frog
C0327089	malayan bullfrog
C0327089	asiatic painted frog
C0327035	colorado river toad
C0327035	cranopsis alvaria
C0327035	phrynoidis alvarius
C0327035	ollotis alvaria
C0327035	incilius alvarius
C0327035	bufo alvarius girard in baird , 1859
C0327035	bufo alvarius
C0327001	brook salamander
C0327001	typhlotriton
C0327001	eurycea
C0326978	hellbender
C0326970	caecilian
C0327059	casque - headed treefrog
C0327059	triprion
C0327059	casquehead treefrogs
C1691213	amphiuma means
C1691213	congo eel
C1691213	two - toed congo eel
C1691213	congo snake
C1691213	two - toed amphiuma
C1691213	two - toed salamander
C1691213	amphiuma means garden , 1821
C0327067	spring peeper
C0327070	atelopus zeteki dunn , 1933
C0327070	panamanian golden frog
C0327070	cerro camapana stubfoot toad
C0327070	atelopus varius zeteki
C0327070	golden frog
C0327070	atelopus zeteki
C0002673	amphiuma
C0002673	genus amphiuma
C0002673	congo eel
C0002673	eel , congo
C0002673	eels , congo
C0002673	congo eels
C0327077	lithobates sylvaticus
C0327077	rana sylvatica
C0327077	rana temporaria silvatica
C0327077	rana ( novirana ) sylvatica
C0327077	wood frog
C0327077	lithobates ( aquarana ) sylvaticus
C0327077	rana sylvatica leconte , 1825
C0326972	ceylon caecilian
C0326972	glutinous caecilian
C0326972	greater yellow - banded caecilian
C0326972	ichthyophis glutinosus
C0326972	sticky caecilian
C1306843	red eft
C0002431	family ambystomidae
C0002431	ambystomatidae
C0034650	frogs
C0034650	frog
C0034650	rana < genus >
C0034650	genus rana
C0034650	rana
C0034650	pseudorana
C0327063	green treefrog
C0327063	hyla cinerea
C0327063	dryophytes cinereus
C0327087	gastrophryne carolinensis
C0327087	eastern narrow - mouthed toad
C0034651	rana catesbeianas
C0034651	bullfrogs
C0034651	lithobates catesbeianus
C0034651	catesbeiana , rana
C0034651	aquarana catesbeiana
C0034651	american bullfrog
C0034651	rana catesbeiana
C0034651	bullfrog
C0327047	darwin 's dwarf frog
C0326981	spotted salamander
C0326981	ambystoma maculatum
C0031964	family pipidae
C0031964	pipidae
C0031964	pipid frogs
C0326968	order gymnophiona
C0326968	gymnophiona
C0327065	hyla callidryas cope , 1862
C0327065	agalychnis callidryas
C0327065	phyllomedusa callidryas
C0327065	red - eyed treefrog
C0327065	gaudy leaf frog
C0327065	hyla callidryas
C0327065	akame - ama - gaeru
C0327005	family sirenidae
C0326992	amphiuma tridactylum
C0326992	three - toed amphiuma
C0326992	amphiuma means tridactylum
C0326992	muraenopsis tridactyla
C0326992	amphiuma tridactylum cuvier , 1827
C0041124	triturus
C0327058	treefrogs
C0327058	tree frog
C0327058	treefrog
C0327058	genus hyla
C0327058	hyla
C0327058	true tree toads
C0327009	siren striata
C0327009	dwarf siren
C0327009	broad - striped dwarf siren
C0327009	pseudobranchus striatus
C0002430	mexican salamander
C0002430	ambystoma mexicanum
C0002430	axolotl
C0002430	salamander , mexican
C0002430	axolotls
C0002430	ambystoma mexicanums
C0002430	mexicanums , ambystoma
C0326976	japanese giant salamander
C0327025	genus ceratophrys
C0327025	horned frogs
C0327025	horned frog
C0327025	horned frogs < ceratophrys >
C0327025	common horned frogs
C0327025	ceratophrys
C0326971	south american caecilian
C0326985	lacerta vulgaris
C0326985	lacerta vulgaris linnaeus , 1758
C0326985	triturus vulgaris
C0326985	lissotriton vulgaris
C0326985	smooth newt
C0327042	fowler 's toad
C0326987	spotted salamander
C0326987	fire salamander
C0326987	salamandra salamandra
C0326987	spotted salamander < salamandra salamandra >
C0326987	european fire salamander
C0326987	european salamander
C1081146	small - mouthed salamander
C1081146	ambystoma texanum
C0027548	necturus
C0027548	mudpuppy
C0027548	mudpuppies
C0327071	family pseudidae
C0392731	common newt
C1318101	population group , animal
C1318101	animal population group
C1318101	population groups , animal
C1318101	animal population groups
C0887965	experimental animal model
C0887965	animal model , experimental
C0887965	models , experimental animal
C0887965	model , experimental animal
C0887965	experimental animal models
C0887965	animal models , experimental
C0562694	frugivore
C0562694	fructivore
C4046054	pets , exotic
C4046054	exotic pet
C4046054	exotic pets
C4046054	pet , exotic
C0003069	animal , transgenic
C0003069	animals , transgenic
C0003069	animal transgenic
C0003069	transgenics
C0003069	transgenic
C0003069	transgenic animals
C0003069	transgenic animal
C0887834	outbred strain , animals
C0887834	animals outbred strain
C0887834	outbred animal strains
C0887834	strains animal , outbred
C0887834	animals outbred strains
C0887834	strain , outbred animal
C0887834	outbred strains animal
C0887834	animal , outbred strains
C0887834	strains , animals outbred
C0887834	strains animals , outbred
C0887834	animal strain , outbred
C0887834	animal outbred strains
C0887834	strains , outbred animal
C0887834	outbred strains animals
C0887834	outbred strain of animal
C0887834	animals , outbred strains
C0887834	strain , animals outbred
C0887834	outbred animal strain
C0887834	outbred strains of animals
C0887834	outbred strains , animals
C0887834	animal outbred strain
C0887834	animal strains , outbred
C0003062	entityclassanimal
C0003062	animal
C0003062	animalia
C0003062	kingdom animalia
C0003062	multicellular animals
C0003062	animals
C0003062	animal kingdom
C0003063	animals domestics
C0003063	animal , domesticated
C0003063	animals , domestic
C0003063	animal , domestic
C0003063	domestic animal
C0003063	animals domestic
C0003063	domesticated animal
C0003063	animals , domesticated
C0003063	domestic
C0003063	domesticated animals
C0003063	domestic animals
C0950152	animals , transgenic founder
C0950152	animal , transgenic founder
C0950152	founder animal , transgenic
C0950152	transgenic founder animals
C0950152	founder animals , transgenic
C0950152	transgenic founder animal
C4042823	animal , exotic
C4042823	animals , exotic
C4042823	exotic animals
C4042823	exotic animal
C0887966	laboratory animal model
C0887966	animal models , laboratory
C0887966	animal model , laboratory
C0887966	models , laboratory animal
C0887966	laboratory animal models
C0887966	model , laboratory animal
C0003071	animals zoo
C0003071	zoo animal
C0003071	animals , zoo
C0003071	zoo animals
C0003071	animal , zoo
C0562691	herbivores
C0562691	herbivory
C0562691	herbivories
C0562691	herbivore
C0682501	cephalochordata
C0682501	cephalochordatas
C0682501	class cephalochordata
C0599779	model , animal
C0599779	animal model
C0599779	research model , animal
C0599779	animal model , generic
C0599779	animal models
C0599779	animals models
C0599779	models , animal
C0012656	vectors , infectious disease
C0012656	disease vectored
C0012656	vector , disease
C0012656	vector , infectious disease
C0012656	diseases vector
C0012656	dis vectors
C0012656	vectors , disease
C0012656	disease vectors
C0012656	vector
C0012656	disease vector , infectious
C0012656	infectious disease vector
C0012656	infectious disease vectors
C0012656	disease vectors , infectious
C0012656	disease vector
C1719841	loriciferan
C1719841	phylum loricifera
C1719841	loricifera
C0003067	poisonous animal
C0003067	animal , poisonous
C0003067	animals pois
C0003067	poisonous animals
C0003067	animals , poisonous
C0003067	pois animals
C0003070	animal , wild
C0003070	wildlife
C0003070	animals , wild
C0003070	wild animal
C0003070	animals wild
C0003070	wild animals
C0003065	neonatal animals
C0003065	neonatal animal
C0003065	newborn animals
C0003065	animal neonates
C0003065	neonates
C0003065	animal , neonatal
C0003065	animals , newborn
C0003065	newborn animal
C0003065	animal , newborn
C0003065	animals , neonatal
C0562690	carnivore
C0562690	carnivores
C0562690	carnivora
C0562690	order carnivora
C2936506	livestock
C2936506	livestocks
C4279977	sentinel animals
C0003066	nondomestic animal
C0003066	animals , nondomestic
C0003066	animal , nondomestic
C0003066	nondomestic animals
C3661472	branchiostoma nigeriense
C3661472	nigerienses , branchiostoma
C3661472	branchiostoma nigerienses
C0969757	gmo animal
C0969757	engineered animal , genetically
C0969757	animals genet modified
C0969757	modified animal , genetically
C0969757	genetically engineered animal
C0969757	gmo animals
C0969757	genetically modified animal
C0969757	engineered animals , genetically
C0969757	genetically engineered animals
C0969757	animal , gmo
C0969757	genet modified animals
C0969757	animals , genetically engineered
C0969757	animal , genetically modified
C0969757	genetically modified animals
C0969757	animal , genetically engineered
C0969757	animals , gmo
C0969757	animals , genetically modified
C0969757	modified animals , genetically
C0162318	farm animal
C0162318	animals farm
C0162318	animal farm
C0162318	farm animals
C0162318	animal , farm
C0162318	animals , farm
C0031268	companion animals
C0031268	companion animal
C0031268	pet animal
C0031268	animals , companion
C0031268	animal , companion
C0031268	pet
C0031268	pets
C0031268	companion
C0003064	animal laboratory
C0003064	animal , laboratory
C0003064	experimental animal
C0003064	animals laboratory
C0003064	laboratory animal
C0003064	animal laboratories
C0003064	animals experimental
C0003064	animals , laboratory
C0003064	laboratory animals
C0920312	chordates
C0920312	chordate
C0920312	chordata
C0920312	phylum chordata
C0562693	omnivore
C0562693	omnivores
C0008485	nonvertebrate chordatas
C0008485	chordatas , nonvertebrate
C0008485	invertebrate chordates
C0008485	chordata , nonvertebrate
C0008485	invertebrate chordate
C0008485	nonvertebrate chordata
C0008485	chordates , invertebrate
C0008485	chordate , invertebrate
C0579441	salmonella 1,9,12,46,27:z4,z24:1,5
C0579441	salmonella ii 1,9,12,(46),27:z4,z24:1,5
C1897432	calidifontibacter indicus ruckmani et al . 2011
C1897432	calidifontibacter indicus
C3266335	escherichia coli serotype orough : h2
C3266335	e. coli orough : h2
C1200855	carnobacterium viridans
C1200855	carnobacterium viridans holley et al . 2002
C1200855	carnibacterium viridans
C1008931	actinosynnema
C1008931	genus actinosynnema
C1008931	actinosynnema hasegawa et al . 1978
C1013883	hyphomicrobium zavarzinii hirsch 1989
C1013883	hyphomicrobium zavarzinii
C0579656	salmonella iv 21:z36:-
C0579656	salmonella 21:z36:-
C0316225	salmonella enterica subsp . enterica ser . blijdorp
C0316225	salmonella blijdorp
C0316225	salmonella 1,6,14,25:c:1,5
C1016542	lactobacillus gallinarum fujisawa et al . 1992
C1016542	lactobacillus gallinarum
C2624133	micromonospora narathiwatensis
C2624133	micromonospora narathiwatensis thawai et al . 2008
C4047808	shiga toxin - producing escherichia coli serogroup o78
C4047808	stec ( shiga toxin - producing escherichia coli ) serogroup o78
C1020510	burkholderia pseudomallei - like species
C1020510	burkholderia thailandensis
C1020510	burkholderia thailandensis brett et al . 1998
C1039115	agromyces rhizospherae takeuchi and hatano 2001
C1039115	agromyces rhizospherae
C1562443	branching gram - positive rod
C1562443	branching gram - positive bacillus
C1064931	acinetobacter sp . phenon 3
C1064931	acinetobacter gyllenbergii nemec et al . 2009
C1064931	acinetobacter gyllenbergii
C0316858	salmonella iii arizonae 41:z29:--
C0316858	salmonella iiia 41:z29:-
C0445803	achromobacter aquamarinus
C0445803	deleya aesta ( sic ) ( baumann et al . 1972 ) baumann et al . 1983
C0445803	alcaligenes aquamarinus
C0445803	deleya aesta
C0445803	alcaligenes aestus
C0445803	alcaligenes fecalis ss . homari
C0445803	deleya aquamarina ( zobell and upham 1944 ) akagawa and yamasato 1989
C0445803	alcaligenes faecalis ss . homari
C0445803	deleya aquamarina
C0445803	halomonas aquamarina
C0445803	deleya aquimarina
C0445803	alcaligenes aestus baumann et al . 1972
C0445803	alcaligenes aquamarinus ( zobell and upham 1944 ) hendrie et al . 1974
C0445803	bacterium aquamarinum
C0445803	halomonas aquamarina ( zobell and upham 1944 ) dobson and franzmann 1996
C0317239	salmonella ord
C0317239	salmonella enterica subsp . enterica ser . ord
C0317239	salmonella 52:a : e , n , z15
C4510072	photorhabdus temperata subspecies stackebrandtii
C4510072	photorhabdus temperata subsp . stackebrandtii
C1502424	genus cryptanaerobacter
C1502424	cryptanaerobacter
C1502424	cryptanaerobacter juteau et al . 2005
C0318333	anaplasma platys
C0318333	anaplasma platys dumler et al . 2001
C0318333	ehrlichia platys
C1019672	rhizobium giardinii amarger et al . 1997
C1019672	pararhizobium giardinii ( amarger et al . 1997 ) mousavi et al . 2016
C1019672	rhizobium giardinii
C0316548	salmonella 28:k:1,7
C0316548	salmonella ikeja
C0316548	salmonella enterica subsp . enterica ser . ikeja
C0316453	salmonella enterica subsp . enterica ser . blukwa
C0316453	salmonella 6,14,18:z4,z24:-
C0316453	salmonella blukwa
C1503416	avibacterium
C1503416	avibacterium blackall et al . 2005
C1503416	genus avibacterium
C1503416	avibacterium species
C0316677	salmonella iii arizonae 35:l , v:1,5,7
C0316677	salmonella iiib 35:l , v:1,5,7
C0315421	salmonella 4,12:g , z62:-
C0315421	salmonella ii 4,12:g , z62:-
C0318224	treponema denticola , biotype comondonii
C1016853	acetobacterium bakii kotsyurbenko et al . 1997
C1016853	acetobacterium bakii
C0315207	desulfotomaculum ruminis
C0315207	desulfotomaculum ruminis campbell and postgate 1965
C1932389	bisgaard taxon 50
C1932389	avibacterium endocarditidis bisgaard et al . 2007
C1932389	avibacterium endocarditidis
C1640092	family xanthobacteraceae
C1640092	xanthobacteraceae lee et al . 2005
C1640092	xanthobacteraceae
C0314762	unidentified pathogenic bacteria recovered
C1228406	treponema caldaria
C1228406	treponema caldarium
C1228406	spirochaeta caldaria pohlschroeder et al . 1995
C1228406	spirochaeta caldaria
C1228406	treponema caldarium corrig . ( pohlschroder et al . 1994 ) abt et al . 2013
C1265131	shigella dysenteriae 7
C1265131	shigella dysenteriae , serovar 7
C1033867	heliospira
C1033867	heliorestis bryantseva et al . 2000
C1033867	genus heliorestis
C1033867	heliorestis
C1038669	aerococcus christensenii
C1038669	aerococcus christensenii collins et al . 1999 emend . tohno et al . 2014
C0033750	providencia species
C0033750	providencia
C0033750	providencia ewing 1962
C0033750	genus providencia
C0579384	salmonella 1,9,12:a : z42
C0579384	salmonella ii 1,9,12:a : z42
C1462983	bacillus tequilensis gatson et al . 2006
C1462983	bacillus tequilensis
C1048116	acetobacter aceti subsp . orleanensis ( henneberg 1906 ) de ley and frateur 1974
C1048116	bacterium orleanense
C1048116	acetobacter orleanensis ( henneberg 1906 ) lisdiyanti et al . 2001
C1048116	acetobacter mesoxydans
C1048116	ulvina orleanense
C1048116	bacterium dihydroxyacetonicum
C1048116	bacillus orleanensis
C1048116	acetobacter orleanensis
C1048116	acetobacter orleanense
C1048116	acetobacter aceti subsp . orleanensis
C0316142	salmonella 1,13,22:z10:1,5
C0316142	salmonella roodepoort
C0316142	salmonella enterica subsp . enterica ser . rhoodepoort
C0995488	erythrobacter longus
C0995488	erythrobacter longus shiba and simidu 1982
C1890641	crenothrix
C1890641	crenothrix cohn 1870
C1890641	genus crenothrix
C3266400	escherichia coli serotype o146:h11
C3266400	e. coli serotype o146:h11
C3266414	escherichia coli serotype o136:h12
C3266414	e. coli serotype o136:h12
C0316122	salmonella 1,13,22:b:1,7
C0316122	salmonella rottnest
C0316122	salmonella enterica subsp . enterica ser . rottnest
C1318760	eiec , serotype o28:nonmotile
C1318760	enteroinvasive escherichia coli , serotype o28:nonmotile
C0316498	salmonella iiib 21:i : e , n , x , z15
C0316498	salmonella iii arizonae 21:i : e , n , x , z15
C0316047	( 1),3,10,(19):z4,z23:z6
C0316047	salmonella ilugun
C0316047	salmonella enterica subsp . enterica ser . ilugun
C1231276	bacillus bataviensis
C1231276	bacillus bataviensis heyrman et al . 2004
C0316467	salmonella iii arizonae 18:(k):z54
C0316467	salmonella iiib 18:(k):z54
C1223016	ancalomicrobium staley 1968
C1223016	genus ancalomicrobium
C1223016	ancalomicrobium
C1301965	salmonella i , group o:67
C0316814	salmonella iii arizonae 40:l , v : z53
C0316814	salmonella iiib 40:l , v : z53
C0317396	salmonella iii arizonae 61:l , v:1,5,7:(z57 )
C0317396	salmonella iiib 61:l , v:1,5,7:[z57 ]
C1265076	salmonella iiib 48:z:1,5,7
C0010147	family corynebacteriaceae
C0010147	corynebacteriaceae lehmann and neumann 1907 ( approved lists 1980 ) emend . stackebrandt et al . 1997
C0010147	corynebacteriaceae
C0010147	corynebacteriaceae lehmann and neumann 1907 ( approved lists 1980 ) emend . zhi et al . 2009
C1275782	salmonella iiib , group 53
C1275782	salmonella iiib , group o:53
C0317070	salmonella tamberma
C0317070	salmonella enterica subsp . enterica ser . tamberma
C0317070	salmonella 47:z4,z24:-
C1013602	micromonospora inositola kawamoto et al . 1974
C1013602	micromonospora inositola
C1021788	paenibacillus chibensis shida et al . 1997
C1021788	paenibacillus chibensis
C1037156	halochromatium
C1037156	halochromatium imhoff et al . 1998 emend . anil kumar et al . 2007
C1037156	genus halochromatium
C1204868	alicycliphilus denitrificans
C1204868	alicycliphilus denitrificans mechichi et al . 2003
C1040286	moraxella caprae
C1040286	moraxella caprae kodjo et al . 1995
C1080665	family porphyromonadaceae
C1080665	porphyromonadaceae krieg 2012
C1080665	porphyromonadaceae
C2732476	streptococcus pyogenes type emm93
C1017393	actinomyces intermedius
C1017393	streptomyces intermedius ( kruger 1904 ) waksman 1953
C1017393	oospora intermedia
C1017393	streptomyces intermedius
C1264863	salmonella serotype b , 5:-:1,2
C1668760	phenylobacterium koreense
C1668760	phenylobacterium koreense aslam et al . 2005
C0316554	salmonella ramsey
C0316554	salmonella 28:l , w:1,6
C0316554	salmonella enterica subsp . enterica ser . ramsey
C0315597	salmonella aba
C0315597	salmonella 6,8:i : e , n , z15
C0315597	salmonella enterica subsp . enterica ser . aba
C2585856	rhizobium rhizogenes
C3309885	massilia suwonensis
C3309885	naxibacter suwonensis
